,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
2770,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,Nigeria,,BTSX,Both sexes,,59.2,59.23747,,,,,
2771,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,Nigeria,,BTSX,Both sexes,,17.3,17.28049,,,,,
2772,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,NIC,Nicaragua,,MLE,Male,,18.0,18.02588,,,,,
2773,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,NIC,Nicaragua,,MLE,Male,,71.8,71.83131,,,,,
2774,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,NIC,Nicaragua,,FMLE,Female,,21.1,21.09752,,,,,
2775,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,NIC,Nicaragua,,FMLE,Female,,77.3,77.31888,,,,,
2776,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,NIC,Nicaragua,,BTSX,Both sexes,,19.6,19.62398,,,,,
2777,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,NIC,Nicaragua,,BTSX,Both sexes,,74.6,74.61766,,,,,
2778,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,EUR,Europe,,NLD,Netherlands,,MLE,Male,,79.7,79.66799,,,,,
2779,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,NLD,Netherlands,,MLE,Male,,22.3,22.27388,,,,,
2780,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,EUR,Europe,,NLD,Netherlands,,FMLE,Female,,82.8,82.81586,,,,,
2781,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,NLD,Netherlands,,FMLE,Female,,24.9,24.86541,,,,,
2782,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,EUR,Europe,,NLD,Netherlands,,BTSX,Both sexes,,81.3,81.28043,,,,,
2783,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,NLD,Netherlands,,BTSX,Both sexes,,23.6,23.62889,,,,,
2784,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,NOR,Norway,,MLE,Male,,22.8,22.84083,,,,,
2785,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,NOR,Norway,,MLE,Male,,81.1,81.07995,,,,,
2786,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,NOR,Norway,,FMLE,Female,,25.4,25.44157,,,,,
2787,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,NOR,Norway,,FMLE,Female,,84.1,84.12942,,,,,
2788,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,NOR,Norway,,BTSX,Both sexes,,24.2,24.19724,,,,,
2789,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,NOR,Norway,,BTSX,Both sexes,,82.6,82.61812,,,,,
2790,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,NOR,Norway,,BTSX,Both sexes,,24.7,24.65666,,,,,
2791,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,NPL,Nepal,,MLE,Male,,68.9,68.87744,,,,,
2792,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,NPL,Nepal,,MLE,Male,,16.8,16.79704,,,,,
2793,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,NPL,Nepal,,FMLE,Female,,72.7,72.74822,,,,,
2794,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,NPL,Nepal,,FMLE,Female,,19.2,19.15102,,,,,
2795,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,NPL,Nepal,,BTSX,Both sexes,,18.0,18.005,,,,,
2796,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,NZL,New Zealand,,MLE,Male,,76.0,75.9971,,,,,
2797,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,NZL,New Zealand,,MLE,Male,,23.8,23.75288,,,,,
2798,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,NZL,New Zealand,,FMLE,Female,,81.1,81.05739,,,,,
2799,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,NZL,New Zealand,,FMLE,Female,,25.8,25.83504,,,,,
2800,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,NZL,New Zealand,,BTSX,Both sexes,,78.6,78.57108,,,,,
2801,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,OMN,Oman,,MLE,Male,,67.3,67.26381,,,,,
2802,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,OMN,Oman,,MLE,Male,,14.7,14.74835,,,,,
2803,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,OMN,Oman,,FMLE,Female,,71.5,71.52737,,,,,
2804,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,OMN,Oman,,FMLE,Female,,16.6,16.596,,,,,
2805,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,OMN,Oman,,BTSX,Both sexes,,69.1,69.07159,,,,,
2806,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,OMN,Oman,,BTSX,Both sexes,,15.6,15.64763,,,,,
2807,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,PAK,Pakistan,,MLE,Male,,15.2,15.17977,,,,,
2808,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,PAK,Pakistan,,MLE,Male,,61.5,61.52513,,,,,
2809,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,PAK,Pakistan,,FMLE,Female,,16.4,16.38402,,,,,
2810,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,PAK,Pakistan,,FMLE,Female,,63.9,63.8964,,,,,
2811,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,PAK,Pakistan,,BTSX,Both sexes,,15.7,15.7187,,,,,
2812,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,PAK,Pakistan,,BTSX,Both sexes,,62.6,62.64254,,,,,
2813,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PAN,Panama,,MLE,Male,,74.6,74.6337,,,,,
2814,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PAN,Panama,,MLE,Male,,21.7,21.74114,,,,,
2815,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PAN,Panama,,FMLE,Female,,80.6,80.64902,,,,,
2816,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PAN,Panama,,FMLE,Female,,25.0,24.95615,,,,,
2817,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PAN,Panama,,BTSX,Both sexes,,77.5,77.53473,,,,,
2818,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PAN,Panama,,BTSX,Both sexes,,23.3,23.32906,,,,,
2819,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,PAN,Panama,,BTSX,Both sexes,,78.7,78.71516,,,,,
2820,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PER,Peru,,MLE,Male,,22.2,22.23149,,,,,
2821,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,PER,Peru,,MLE,Male,,77.6,77.55082,,,,,
2822,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PER,Peru,,FMLE,Female,,23.8,23.76556,,,,,
2823,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,PER,Peru,,FMLE,Female,,80.6,80.55713,,,,,
2824,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,PER,Peru,,BTSX,Both sexes,,79.1,79.07546,,,,,
2825,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AMR,Americas,,PER,Peru,,BTSX,Both sexes,,24.0,24.0267,,,,,
2826,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,PHL,Philippines,,MLE,Male,,67.1,67.12744,,,,,
2827,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,PHL,Philippines,,MLE,Male,,15.8,15.8282,,,,,
2828,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,PHL,Philippines,,FMLE,Female,,73.7,73.66255,,,,,
2829,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,PHL,Philippines,,FMLE,Female,,19.7,19.74327,,,,,
2830,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,PHL,Philippines,,BTSX,Both sexes,,17.8,17.84216,,,,,
2831,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,PHL,Philippines,,BTSX,Both sexes,,70.4,70.42632,,,,,
2832,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,PNG,Papua New Guinea,,MLE,Male,,15.2,15.16859,,,,,
2833,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,PNG,Papua New Guinea,,MLE,Male,,63.4,63.40222,,,,,
2834,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,PNG,Papua New Guinea,,FMLE,Female,,17.5,17.45631,,,,,
2835,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,PNG,Papua New Guinea,,FMLE,Female,,67.4,67.36317,,,,,
2836,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,PNG,Papua New Guinea,,BTSX,Both sexes,,65.3,65.30473,,,,,
2837,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,PNG,Papua New Guinea,,BTSX,Both sexes,,16.5,16.47675,,,,,
2838,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,POL,Poland,,MLE,Male,,74.5,74.52794,,,,,
2839,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,POL,Poland,,MLE,Male,,19.5,19.52226,,,,,
2840,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,POL,Poland,,FMLE,Female,,81.9,81.928,,,,,
2841,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,POL,Poland,,FMLE,Female,,24.3,24.32663,,,,,
2842,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,POL,Poland,,BTSX,Both sexes,,22.1,22.12776,,,,,
2843,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,MLE,Male,,60.8,60.79063,,,,,
2844,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,MLE,Male,,16.8,16.79743,,,,,
2845,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,FMLE,Female,,66.8,66.83568,,,,,
2846,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,FMLE,Female,,20.8,20.768,,,,,
2847,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,BTSX,Both sexes,,64.0,63.95288,,,,,
2848,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,BTSX,Both sexes,,15.5,15.52194,,,,,
2849,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EUR,Europe,,PRT,Portugal,,MLE,Male,,73.1,73.06886,,,,,
2850,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EUR,Europe,,PRT,Portugal,,MLE,Male,,19.1,19.07493,,,,,
2851,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EUR,Europe,,PRT,Portugal,,FMLE,Female,,80.1,80.07466,,,,,
2852,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EUR,Europe,,PRT,Portugal,,FMLE,Female,,23.1,23.111,,,,,
2853,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EUR,Europe,,PRT,Portugal,,BTSX,Both sexes,,76.6,76.58447,,,,,
2854,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EUR,Europe,,PRT,Portugal,,BTSX,Both sexes,,21.2,21.21394,,,,,
2855,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,EUR,Europe,,PRT,Portugal,,BTSX,Both sexes,,79.7,79.73194,,,,,
2856,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AMR,Americas,,PRY,Paraguay,,MLE,Male,,20.7,20.72366,,,,,
2857,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PRY,Paraguay,,MLE,Male,,72.5,72.4676,,,,,
2858,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AMR,Americas,,PRY,Paraguay,,FMLE,Female,,23.3,23.27126,,,,,
2859,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PRY,Paraguay,,FMLE,Female,,77.7,77.72924,,,,,
